"","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms"
"5253","0CO",2024-04-11 07:55:00,14,-0.4,52.01,320,24,0,30.19,NA,NA,33,"CLR",2024-04-11,"07:55","2024/04/11 07",-10,-18,12.8611,0,846.307372804674,16.976652
"5254","0CO",2024-04-11 08:55:00,17.6,1.4,48.39,320,26,0,30.2,NA,NA,36,"CLR",2024-04-11,"08:55","2024/04/11 08",-8.33333333333333,-17.6666666666667,13.5470253333333,0,846.494278143191,19.034428
"5255","0CO",2024-04-11 09:55:00,19.4,5,52.89,320,27,0,30.21,NA,NA,35,"CLR",2024-04-11,"09:55","2024/04/11 09",-7.66666666666667,-15.6666666666667,13.0325813333333,0,846.681183481708,20.063316
"5256","0CO",2024-04-11 10:55:00,21.2,5,48.99,310,27,0,30.22,NA,NA,38,"CLR",2024-04-11,"10:55","2024/04/11 10",-6.66666666666667,-14.6666666666667,15.0903573333333,0,847.054994158742,21.606648
"5257","0CO",2024-04-11 11:55:00,23,1.4,38.45,310,27,0,30.24,NA,NA,37,"CLR",2024-04-11,"11:55","2024/04/11 11",-5.66666666666667,-16,13.2040626666667,0,847.802615512809,19.034428
"5258","0CO",2024-04-11 12:55:00,24.8,5,42.11,310,22,0,30.25,NA,NA,31,"CLR",2024-04-11,"12:55","2024/04/11 12",-4.66666666666667,-16.3333333333333,11.317768,0,848.082973520585,16.976652
"5259","0CO",2024-04-11 13:55:00,24.8,8.6,49.59,320,24,0,30.24,NA,NA,36,"CLR",2024-04-11,"13:55","2024/04/11 13",-3.33333333333333,-13.6666666666667,12.346656,0,847.989520851326,18.519984
"5260","0CO",2024-04-11 14:55:00,26.6,10.4,49.88,320,22,0,30.24,NA,NA,34,"CLR",2024-04-11,"14:55","2024/04/11 14",-3,-12.3333333333333,10.9748053333333,0,847.989520851326,17.491096
"5261","0CO",2024-04-11 15:55:00,28.4,8.6,42.73,320,19,0,30.25,NA,NA,NA,"CLR",2024-04-11,"15:55","2024/04/11 15",-2.66666666666667,-12.6666666666667,10.6318426666667,0,848.082973520585,NA
"5262","0CO",2024-04-11 16:55:00,28.4,10.4,46.32,310,21,0,30.25,NA,NA,30,"CLR",2024-04-11,"16:55","2024/04/11 16",-2,-12.3333333333333,NA,0,847.989520851326,NA
"5263","0CO",2024-04-11 17:55:00,28.4,10.4,46.32,310,17,0,30.25,NA,NA,25,"CLR",2024-04-11,"17:55","2024/04/11 17",-2,-12.3333333333333,10.1173986666667,0,848.082973520585,NA
"5264","0CO",2024-04-11 18:55:00,26.6,10.4,49.88,310,15,0,30.27,NA,NA,20,"CLR",2024-04-11,"18:55","2024/04/11 18",-2.66666666666667,-12,7.71666,0,848.550236866877,14.918876
"5265","0CO",2024-04-11 19:55:00,23,8.6,53.47,330,12,0,30.28,NA,NA,19,"CLR",2024-04-11,"19:55","2024/04/11 19",-4.66666666666667,-12.3333333333333,6.173328,0,848.830594874653,9.774436
"5266","0CO",2024-04-11 20:55:00,23,8.6,53.47,320,12,0,30.3,NA,NA,19,"CLR",2024-04-11,"20:55","2024/04/11 20",-5,-13,6.173328,0,849.391310890203,9.774436
"5267","0CO",2024-04-11 21:55:00,23,6.8,49.29,310,16,0,30.31,NA,NA,22,"CLR",2024-04-11,"21:55","2024/04/11 21",-5,-13.3333333333333,7.71666,0,849.671668897979,NA
"5268","0CO",2024-04-11 22:55:00,23,8.6,53.47,310,16,0,30.3,NA,NA,NA,"CLR",2024-04-11,"22:55","2024/04/11 22",-5,-13.6666666666667,8.745548,0,849.57821622872,NA
"5269","0CO",2024-04-11 23:55:00,23,6.8,49.29,300,19,0,30.3,NA,NA,24,"CLR",2024-04-11,"23:55","2024/04/11 23",-5,-14,10.28888,0,849.484763559462,14.918876
"5270","0CO",2024-04-12 00:55:00,23,5,45.41,300,24,0,30.29,NA,NA,28,"CLR",2024-04-12,"00:55","2024/04/12 00",-5,-14.3333333333333,11.6607306666667,0,849.204405551686,15.947764
"5271","0CO",2024-04-12 01:55:00,23,5,45.41,310,19,0,30.3,NA,NA,24,"CLR",2024-04-12,"01:55","2024/04/12 01",-5,-15,10.4603613333333,0,849.484763559462,14.918876
"5272","0CO",2024-04-12 02:55:00,24.8,8.6,49.59,310,22,0,30.29,NA,NA,28,"CLR",2024-04-12,"02:55","2024/04/12 02",-4.66666666666667,-14,10.1173986666667,0,849.484763559462,NA
"5273","0CO",2024-04-12 03:55:00,23,8.6,53.47,310,19,0,30.3,NA,NA,25,"CLR",2024-04-12,"03:55","2024/04/12 03",-5,-13,10.28888,0,849.484763559462,13.889988
"5274","0CO",2024-04-12 04:55:00,23,8.6,53.47,310,22,0,30.31,NA,NA,27,"CLR",2024-04-12,"04:55","2024/04/12 04",-4.66666666666667,-13,10.6318426666667,0,849.765121567237,14.918876
"5275","0CO",2024-04-12 05:55:00,23,6.8,49.29,310,20,0,30.31,NA,NA,29,"CLR",2024-04-12,"05:55","2024/04/12 05",-5,-13.3333333333333,11.4892493333333,0,849.57821622872,NA
"5276","0CO",2024-04-12 06:55:00,23,5,45.41,310,20,0,30.32,NA,NA,25,"CLR",2024-04-12,"06:55","2024/04/12 06",-5,-14.6666666666667,10.4603613333333,0,849.952026905754,NA
"5277","0CO",2024-04-12 07:55:00,26.6,5,39.08,320,13,0,30.35,NA,NA,23,"CLR",2024-04-12,"07:55","2024/04/12 07",-3.66666666666667,-15,8.231104,0,850.606195590564,11.832212
"5278","0CO",2024-04-12 08:55:00,28.4,6.8,39.39,310,7,0,30.38,NA,NA,16,"CLR",2024-04-12,"08:55","2024/04/12 08",-2.66666666666667,-14.3333333333333,4.28703333333333,0,851.44726961389,NA
"5279","0CO",2024-04-12 09:55:00,30.2,10.4,43.04,310,6,0,30.38,NA,NA,20,"CLR",2024-04-12,"09:55","2024/04/12 09",-1.66666666666667,-13,4.28703333333333,0,851.634174952407,11.832212
"5280","0CO",2024-04-12 10:55:00,32,10.4,40.01,250,6,0,30.4,NA,NA,15,"CLR",2024-04-12,"10:55","2024/04/12 10",-0.333333333333333,-12,4.45851466666667,0,852.00798562944,8.745548
"5281","0CO",2024-04-12 11:55:00,32,6.8,34.03,280,16,0,30.39,NA,NA,23,"CLR",2024-04-12,"11:55","2024/04/12 11",0,-13.3333333333333,6.85925333333333,0,852.194890967957,11.832212
"5282","0CO",2024-04-12 12:55:00,33.8,8.6,34.34,290,10,0,30.38,NA,NA,21,"CLR",2024-04-12,"12:55","2024/04/12 12",0.999999999999998,-13.3333333333333,6.34480933333333,0,851.914532960182,10.803324
"5283","0CO",2024-04-12 13:55:00,33.8,10.4,37.22,290,11,0,30.38,NA,NA,22,"CLR",2024-04-12,"13:55","2024/04/12 13",0.999999999999998,-12.6666666666667,5.31592133333333,0,851.727627621665,11.317768
"5284","0CO",2024-04-12 14:55:00,35.6,10.4,34.65,230,5,0,30.38,NA,NA,14,"SCT",2024-04-12,"14:55","2024/04/12 14",2,-12.6666666666667,3.601108,0,851.727627621665,13.375544
"5285","0CO",2024-04-12 15:55:00,37.4,8.6,29.77,0,0,0,30.38,NA,NA,NA,"SCT",2024-04-12,"15:55","2024/04/12 15",2.66666666666667,-12.3333333333333,3.77258933333333,0,851.727627621665,NA
"5286","0CO",2024-04-12 16:55:00,35.6,10.4,34.65,220,6,0,30.38,NA,NA,NA,"BKN",2024-04-12,"16:55","2024/04/12 16",2.33333333333333,-12,5.48740266666667,0,851.727627621665,NA
"5287","0CO",2024-04-12 17:55:00,35.6,12.2,37.53,260,5,0,30.38,NA,NA,18,"SCT",2024-04-12,"17:55","2024/04/12 17",2,-11,4.45851466666667,0,851.727627621665,17.491096
"5288","0CO",2024-04-12 18:55:00,33.8,10.4,37.22,260,12,0,30.36,NA,NA,16,"CLR",2024-04-12,"18:55","2024/04/12 18",0.999999999999998,-11.3333333333333,5.14444,0,851.44726961389,NA
"5289","0CO",2024-04-12 19:55:00,33.8,10.4,37.22,190,7,0,30.38,NA,NA,15,"OVC",2024-04-12,"19:55","2024/04/12 19",0.999999999999998,-12.6666666666667,2.40073866666667,0,851.540722283148,NA
"5290","0CO",2024-04-12 20:55:00,32,8.6,36.91,180,11,0,30.39,NA,NA,20,"SCT",2024-04-12,"20:55","2024/04/12 20",0,-13,6.51629066666667,0,851.821080290924,10.28888
"5291","0CO",2024-04-12 21:55:00,32,8.6,36.91,210,10,0,30.38,NA,NA,17,"SCT",2024-04-12,"21:55","2024/04/12 21",0.333333333333333,-13,3.42962666666667,0,851.821080290924,NA
"5292","0CO",2024-04-12 22:55:00,32,8.6,36.91,200,9,0,30.36,NA,NA,19,"CLR",2024-04-12,"22:55","2024/04/12 22",0,-13,6.85925333333333,0,851.540722283148,NA
"5293","0CO",2024-04-13 00:55:00,32,10.4,40.01,250,19,0,30.36,NA,NA,23,"BKN",2024-04-13,"00:55","2024/04/13 00",0,-12.3333333333333,6.34480933333333,0,851.166911606114,11.832212
"5294","0CO",2024-04-13 01:55:00,30.2,14,50.47,280,9,0,30.34,NA,NA,30,"SCT",2024-04-13,"01:55","2024/04/13 01",-0.666666666666667,-11.3333333333333,4.629996,0,850.980006267597,15.43332
"5295","0CO",2024-04-13 02:55:00,28.4,17.6,63.51,270,17,0,30.32,NA,NA,22,"SCT",2024-04-13,"02:55","2024/04/13 02",-1.33333333333333,-9.33333333333333,8.05962266666667,0,850.325837582788,NA
"5296","0CO",2024-04-13 03:55:00,28.4,17.6,63.51,290,20,0,30.31,NA,NA,26,"SCT",2024-04-13,"03:55","2024/04/13 03",-2,-8,8.57406666666667,0,849.765121567237,14.404432
"5297","0CO",2024-04-13 04:55:00,26.6,17.6,68.4,290,26,0,30.3,NA,NA,31,"CLR",2024-04-13,"04:55","2024/04/13 04",-3,-8,10.9748053333333,0,849.484763559462,15.947764
"5298","0CO",2024-04-13 05:55:00,26.6,17.6,68.4,330,21,0,30.3,NA,NA,32,"CLR",2024-04-13,"05:55","2024/04/13 05",-3,-8,13.2040626666667,0,849.297858220945,18.519984
"5299","0CO",2024-04-13 06:55:00,26.6,17.6,68.4,320,18,0,30.31,NA,NA,26,"CLR",2024-04-13,"06:55","2024/04/13 06",-3,-8,10.4603613333333,0,849.671668897979,NA
"5300","0CO",2024-04-13 07:55:00,26.6,15.8,63.27,320,15,0,30.33,NA,NA,20,"CLR",2024-04-13,"07:55","2024/04/13 07",-3,-8.66666666666667,8.40258533333333,0,850.23238491353,NA
"5301","0CO",2024-04-13 08:55:00,28.4,15.8,58.75,320,15,0,30.33,NA,NA,23,"CLR",2024-04-13,"08:55","2024/04/13 08",-2.33333333333333,-9,9.259992,0,850.325837582788,14.404432
"5302","0CO",2024-04-13 09:55:00,32,17.6,54.87,330,16,0,30.34,NA,NA,24,"CLR",2024-04-13,"09:55","2024/04/13 09",-1,-8,8.40258533333333,0,850.606195590563,12.346656
"5303","0CO",2024-04-13 10:55:00,32,17.6,54.87,330,18,0,30.35,NA,NA,25,"CLR",2024-04-13,"10:55","2024/04/13 10",0,-8,5.658884,0,850.980006267597,12.8611
"5304","0CO",2024-04-13 11:55:00,33.8,19.4,55.14,330,10,0,30.37,NA,NA,18,"SCT",2024-04-13,"11:55","2024/04/13 11",0.666666666666666,-7,3.601108,0,851.260364275373,NA
"5305","0CO",2024-04-13 12:55:00,35.6,17.6,47.51,300,10,0,30.38,NA,NA,24,"SCT",2024-04-13,"12:55","2024/04/13 12",1,-7.66666666666667,6.00184666666667,0,851.44726961389,12.8611
"5306","0CO",2024-04-13 13:55:00,33.8,15.8,47.22,300,17,0,30.36,NA,NA,21,"SCT",2024-04-13,"13:55","2024/04/13 13",1.66666666666667,-9.33333333333333,6.00184666666667,0,851.166911606114,10.803324
"5307","0CO",2024-04-13 14:55:00,35.6,14,40.63,310,10,0,30.36,NA,NA,15,"SCT",2024-04-13,"14:55","2024/04/13 14",1.66666666666667,-9.66666666666667,5.14444,0,851.260364275373,11.832212
"5308","0CO",2024-04-13 15:55:00,35.6,15.8,43.95,320,6,0,30.36,NA,NA,NA,"SCT",2024-04-13,"15:55","2024/04/13 15",2,-9.66666666666667,3.42962666666667,0,851.166911606114,NA
"5309","0CO",2024-04-13 16:55:00,33.8,12.2,40.32,270,7,0,30.36,NA,NA,NA,"BKN",2024-04-13,"16:55","2024/04/13 16",1.33333333333333,-9.33333333333333,3.601108,0,851.166911606114,NA
"5310","0CO",2024-04-13 17:55:00,33.8,12.2,40.32,290,10,0,30.37,NA,NA,15,"SCT",2024-04-13,"17:55","2024/04/13 17",0.999999999999998,-10.6666666666667,3.601108,0,851.260364275373,NA
"5311","0CO",2024-04-13 18:55:00,33.8,14,43.65,310,10,0,30.36,NA,NA,14,"CLR",2024-04-13,"18:55","2024/04/13 18",0.999999999999998,-10.3333333333333,3.25814533333333,0,851.260364275373,NA
"5312","0CO",2024-04-13 19:55:00,32,12.2,43.34,0,0,0,30.37,NA,NA,NA,"CLR",2024-04-13,"19:55","2024/04/13 19",0,-10.6666666666667,2.91518266666667,0,851.353816944631,NA
"5313","0CO",2024-04-13 20:55:00,32,12.2,43.34,310,10,0,30.38,NA,NA,NA,"CLR",2024-04-13,"20:55","2024/04/13 20",0,-11,2.74370133333333,0,851.727627621665,NA
"5314","0CO",2024-04-13 21:55:00,32,10.4,40.01,290,12,0,30.38,NA,NA,NA,"CLR",2024-04-13,"21:55","2024/04/13 21",0,-11.3333333333333,4.45851466666667,0,851.727627621665,NA
"5315","0CO",2024-04-13 22:55:00,32,10.4,40.01,190,3,0,30.38,NA,NA,NA,"CLR",2024-04-13,"22:55","2024/04/13 22",0,-12,2.057776,0,851.727627621665,NA
"5316","0CO",2024-04-13 23:55:00,32,12.2,43.34,180,7,0,30.38,NA,NA,NA,"CLR",2024-04-13,"23:55","2024/04/13 23",0,-11.3333333333333,3.42962666666667,0,851.727627621665,NA
"5317","0CO",2024-04-14 00:55:00,32,12.2,43.34,190,5,0,30.38,NA,NA,NA,"CLR",2024-04-14,"00:55","2024/04/14 00",0,-11,2.40073866666667,0,851.727627621665,NA
"5318","0CO",2024-04-14 01:55:00,30.2,12.2,46.62,240,9,0,30.37,NA,NA,NA,"CLR",2024-04-14,"01:55","2024/04/14 01",-0.333333333333333,-11,6.173328,0,851.540722283148,NA
"5319","0CO",2024-04-14 02:55:00,32,10.4,40.01,270,10,0,30.36,NA,NA,17,"CLR",2024-04-14,"02:55","2024/04/14 02",-0.333333333333333,-11.6666666666667,4.97295866666667,0,851.166911606114,NA
"5320","0CO",2024-04-14 03:55:00,30.2,10.4,43.04,240,4,0,30.35,NA,NA,NA,"CLR",2024-04-14,"03:55","2024/04/14 03",-1,-12,0.685925333333333,0,851.073458936856,NA
"5321","0CO",2024-04-14 04:55:00,30.2,10.4,43.04,200,6,0,30.36,NA,NA,NA,"CLR",2024-04-14,"04:55","2024/04/14 04",-1,-12,3.601108,0,851.166911606114,NA
"5322","0CO",2024-04-14 05:55:00,30.2,8.6,39.7,250,9,0,30.35,NA,NA,NA,"CLR",2024-04-14,"05:55","2024/04/14 05",-1,-13,4.97295866666667,0,850.980006267597,NA
"5323","0CO",2024-04-14 06:55:00,30.2,8.6,39.7,190,5,0,30.36,NA,NA,NA,"CLR",2024-04-14,"06:55","2024/04/14 06",-1,-13,1.37185066666667,0,851.073458936856,NA
"5324","0CO",2024-04-14 07:55:00,32,8.6,36.91,170,12,0,30.36,NA,NA,16,"CLR",2024-04-14,"07:55","2024/04/14 07",-0.333333333333333,-13,4.97295866666667,0,851.166911606114,NA
"5325","0CO",2024-04-14 08:55:00,32,8.6,36.91,150,6,0,30.36,NA,NA,15,"CLR",2024-04-14,"08:55","2024/04/14 08",0,-13,4.45851466666667,0,851.166911606114,8.231104
"5326","0CO",2024-04-14 09:55:00,32,8.6,36.91,190,7,0,30.37,NA,NA,23,"CLR",2024-04-14,"09:55","2024/04/14 09",0,-12.3333333333333,4.629996,0,851.353816944631,11.832212
"5327","0CO",2024-04-14 10:55:00,33.8,10.4,37.22,150,11,0,30.38,NA,NA,19,"CLR",2024-04-14,"10:55","2024/04/14 10",0.999999999999998,-13,5.14444,0,851.634174952407,10.803324
"5328","0CO",2024-04-14 11:55:00,35.6,6.8,29.47,170,18,0,30.36,NA,NA,29,"CLR",2024-04-14,"11:55","2024/04/14 11",2,-13,5.658884,0,851.353816944631,NA
"5329","0CO",2024-04-14 12:55:00,37.4,3.2,23.28,180,14,0,30.34,NA,NA,22,"CLR",2024-04-14,"12:55","2024/04/14 12",2.66666666666667,-15,5.31592133333333,0,850.886553598339,11.317768
"5330","0CO",2024-04-14 13:55:00,37.4,5,25.28,200,6,0,30.34,NA,NA,16,"CLR",2024-04-14,"13:55","2024/04/14 13",3,-14.3333333333333,3.77258933333333,0,850.606195590563,10.28888
"5331","0CO",2024-04-14 14:55:00,37.4,3.2,23.28,210,3,0,30.33,NA,NA,17,"CLR",2024-04-14,"14:55","2024/04/14 14",3,-14.6666666666667,3.25814533333333,0,850.419290252046,NA
"5332","0CO",2024-04-14 15:55:00,37.4,5,25.28,210,4,0,30.3,NA,NA,17,"CLR",2024-04-14,"15:55","2024/04/14 15",3.33333333333333,-15,2.40073866666667,0,849.765121567237,NA
"5333","0CO",2024-04-14 16:55:00,37.4,5,25.28,170,12,0,30.29,NA,NA,18,"CLR",2024-04-14,"16:55","2024/04/14 16",3,-14.6666666666667,5.31592133333333,0,849.297858220945,NA
"5334","0CO",2024-04-14 17:55:00,37.4,6.8,27.45,200,7,0,30.28,NA,NA,28,"CLR",2024-04-14,"17:55","2024/04/14 17",3,-14.6666666666667,4.28703333333333,0,848.924047543911,14.404432
"5335","0CO",2024-04-14 18:55:00,35.6,8.6,31.97,170,14,0,30.25,NA,NA,24,"BKN",2024-04-14,"18:55","2024/04/14 18",2.66666666666667,-13.6666666666667,6.85925333333333,0,848.36333152836,15.43332
"5336","0CO",2024-04-14 19:55:00,35.6,6.8,29.47,160,25,0,30.24,NA,NA,35,"SCT",2024-04-14,"19:55","2024/04/14 19",2,-14,8.745548,0,847.989520851326,18.00554
"5337","0CO",2024-04-14 20:55:00,35.6,5,27.15,160,23,0,30.22,NA,NA,34,"CLR",2024-04-14,"20:55","2024/04/14 20",1.66666666666667,-15,13.2040626666667,0,847.428804835776,18.00554
"5338","0CO",2024-04-14 21:55:00,33.8,5,29.16,170,26,0,30.22,NA,NA,34,"CLR",2024-04-14,"21:55","2024/04/14 21",0.999999999999998,-15,11.832212,0,847.428804835776,22.121092
"5339","0CO",2024-04-14 22:55:00,33.8,3.2,26.85,170,27,0,30.19,NA,NA,37,"CLR",2024-04-14,"22:55","2024/04/14 22",0.999999999999998,-15.3333333333333,13.0325813333333,0,846.587730812449,19.548872
"5340","0CO",2024-04-14 23:55:00,32,-0.4,24.4,190,16,0,30.15,NA,NA,27,"CLR",2024-04-14,"23:55","2024/04/14 23",0,-16.6666666666667,8.745548,0,845.746656789123,15.947764
"5341","0CO",2024-04-15 00:55:00,32,-0.4,24.4,220,17,0,30.12,NA,NA,25,"CLR",2024-04-15,"00:55","2024/04/15 00",0,-18.6666666666667,6.85925333333333,0,844.905582765797,13.889988
"5342","0CO",2024-04-15 01:55:00,32,-4,20.57,210,14,0,30.09,NA,NA,31,"CLR",2024-04-15,"01:55","2024/04/15 01",0,-19,8.05962266666667,0,843.971056073212,19.034428
"5343","0CO",2024-04-15 02:55:00,30.2,1.4,28.55,230,14,0,30.06,NA,NA,29,"CLR",2024-04-15,"02:55","2024/04/15 02",-0.666666666666667,-18,8.05962266666667,0,843.036529380628,15.947764
"5344","0CO",2024-04-15 03:55:00,32,1.4,26.55,220,15,0,30.03,NA,NA,36,"CLR",2024-04-15,"03:55","2024/04/15 03",-0.333333333333333,-17,7.88814133333333,0,842.102002688043,20.063316
"5345","0CO",2024-04-15 04:55:00,30.2,1.4,28.55,220,14,0,30.01,NA,NA,30,"CLR",2024-04-15,"04:55","2024/04/15 04",-0.666666666666667,-17,7.54517866666667,0,841.260928664717,16.976652
"5346","0CO",2024-04-15 05:55:00,32,1.4,26.55,210,15,0,30,NA,NA,28,"CLR",2024-04-15,"05:55","2024/04/15 05",0,-17.3333333333333,7.54517866666667,0,841.260928664717,18.519984
"5347","0CO",2024-04-15 06:55:00,30.2,1.4,28.55,240,15,0,30,NA,NA,28,"CLR",2024-04-15,"06:55","2024/04/15 06",-1,-17,9.774436,0,841.167475995458,16.976652
"5348","0CO",2024-04-15 07:55:00,24.8,5,42.11,340,10,0,30,NA,NA,16,"CLR",2024-04-15,"07:55","2024/04/15 07",-3.33333333333333,-15.3333333333333,5.48740266666667,0,841.0740233262,NA
"5349","0CO",2024-04-15 08:55:00,26.6,6.8,42.42,200,5,0,29.96,NA,NA,NA,"CLR",2024-04-15,"08:55","2024/04/15 08",-3.33333333333333,-14.6666666666667,2.91518266666667,0,840.419854641391,NA
"5350","0CO",2024-04-15 09:55:00,32,1.4,26.55,230,10,0,29.95,NA,NA,18,"CLR",2024-04-15,"09:55","2024/04/15 09",-1.66666666666667,-16,5.31592133333333,0,839.765685956581,NA
"5351","0CO",2024-04-15 10:55:00,32,3.2,28.86,250,21,0,29.93,NA,NA,26,"CLR",2024-04-15,"10:55","2024/04/15 10",-0.666666666666667,-15.3333333333333,7.202216,0,839.391875279548,NA
"5352","0CO",2024-04-15 11:55:00,32,3.2,28.86,190,17,0,29.9,NA,NA,30,"CLR",2024-04-15,"11:55","2024/04/15 11",0,-16.3333333333333,7.54517866666667,0,838.550801256221,15.43332
"5353","0CO",2024-04-15 12:55:00,30.2,-0.4,26.25,190,14,0,29.87,NA,NA,26,"SCT",2024-04-15,"12:55","2024/04/15 12",-0.333333333333333,-16.6666666666667,7.202216,0,837.709727232895,14.404432
"5354","0CO",2024-04-15 13:55:00,32,8.6,36.91,240,15,0,29.86,NA,NA,28,"SCT",2024-04-15,"13:55","2024/04/15 13",-1,-14.3333333333333,7.37369733333333,0,837.335916555861,17.491096
"5355","0CO",2024-04-15 14:55:00,32,5,31.35,240,15,0,29.83,NA,NA,26,"SCT",2024-04-15,"14:55","2024/04/15 14",-0.333333333333333,-15,4.629996,0,836.494842532535,NA
"5356","0CO",2024-04-15 15:55:00,26.6,6.8,42.42,280,5,0,29.82,NA,NA,NA,"SCT",2024-04-15,"15:55","2024/04/15 15",-2,-15.6666666666667,4.45851466666667,0,836.121031855501,NA
"5357","0CO",2024-04-15 16:55:00,21.2,15.8,79.31,350,14,0,29.83,NA,NA,27,"SCT",2024-04-15,"16:55","2024/04/15 16",-4.66666666666667,-10.6666666666667,7.88814133333333,0,836.21448452476,13.889988
"5358","0CO",2024-04-15 17:55:00,17.6,15.8,92.5,350,15,0,29.82,NA,NA,31,"OVC",2024-04-15,"17:55","2024/04/15 17",-7.33333333333333,-8.33333333333333,7.37369733333333,0,836.401389863277,15.947764
"5359","0CO",2024-04-15 18:55:00,17.6,14,85.51,310,24,0,29.82,NA,NA,31,"OVC",2024-04-15,"18:55","2024/04/15 18",-8,-9.33333333333333,11.832212,0,836.121031855501,15.947764
"5360","0CO",2024-04-15 19:55:00,14,12.2,92.38,310,17,0,29.83,NA,NA,NA,"BKN",2024-04-15,"19:55","2024/04/15 19",-9.33333333333333,-10.3333333333333,11.6607306666667,0,836.027579186243,NA
"5361","0CO",2024-04-15 21:55:00,14,12.2,92.38,320,32,0,29.79,NA,NA,38,"OVC",2024-04-15,"21:55","2024/04/15 21",-10,-11,14.0614693333333,0,835.653768509209,19.548872
"5362","0CO",2024-04-15 22:55:00,14,12.2,92.38,340,32,0,29.78,NA,NA,38,"OVC",2024-04-15,"22:55","2024/04/15 22",-10,-11,15.0903573333333,0,835.186505162917,21.092204
"5363","0CO",2024-04-15 23:55:00,14,12.2,92.38,340,25,0,29.79,NA,NA,35,"OVC",2024-04-15,"23:55","2024/04/15 23",-9.66666666666667,-11,13.5470253333333,0,835.186505162917,20.57776
"5364","0CO",2024-04-16 00:55:00,14,12.2,92.38,350,29,0,29.78,NA,NA,37,"OVC",2024-04-16,"00:55","2024/04/16 00",-9.66666666666667,-10.6666666666667,NA,0,834.906147155141,NA
"5365","0CO",2024-04-16 01:55:00,17.6,14,85.51,320,32,0,29.77,NA,NA,40,"OVC",2024-04-16,"01:55","2024/04/16 01",-8.66666666666667,-10.3333333333333,15.2618386666667,0,834.812694485883,20.57776
"5366","0CO",2024-04-16 02:55:00,17.6,14,85.51,NA,NA,0,29.77,NA,NA,NA,"OVC",2024-04-16,"02:55","2024/04/16 02",-8,-10,NA,0,834.719241816624,NA
"5367","0CO",2024-04-16 03:55:00,17.6,14,85.51,330,28,0,29.82,NA,NA,35,"OVC",2024-04-16,"03:55","2024/04/16 03",-8,-9.66666666666667,NA,0,835.56031583995,NA
"5368","0CO",2024-04-16 04:55:00,19.4,17.6,92.57,NA,NA,0,29.79,NA,NA,NA,"OVC",2024-04-16,"04:55","2024/04/16 04",-7.66666666666667,-9,NA,0,835.466863170692,NA
"5369","0CO",2024-04-16 05:55:00,19.4,17.6,92.57,320,35,0,29.82,NA,NA,NA,"OVC",2024-04-16,"05:55","2024/04/16 05",-7,-8,NA,0,835.747221178467,NA
"5370","0CO",2024-04-16 06:55:00,19.4,17.6,92.57,NA,NA,0,29.86,NA,NA,NA,"OVC",2024-04-16,"06:55","2024/04/16 06",-7,-8,NA,0,836.962105878827,NA
"5371","0CO",2024-04-16 07:55:00,19.4,17.6,92.57,NA,NA,0.01,29.9,NA,NA,NA,"BKN",2024-04-16,"07:55","2024/04/16 07",-7,-7.33333333333333,NA,2.286,838.083537909929,NA
"5372","0CO",2024-04-16 08:55:00,21.2,19.4,92.63,320,38,0,29.91,NA,NA,NA,"OVC",2024-04-16,"08:55","2024/04/16 08",-6.66666666666667,-7.33333333333333,NA,0,838.176990579187,NA
"5373","0CO",2024-04-16 09:55:00,21.2,19.4,92.63,NA,NA,0.01,29.91,NA,NA,NA,"OVC",2024-04-16,"09:55","2024/04/16 09",-6,-7,NA,1.524,838.457348586963,NA
"5374","0CO",2024-04-16 10:55:00,21.2,19.4,92.63,NA,NA,0.01,29.93,NA,NA,NA,"OVC",2024-04-16,"10:55","2024/04/16 10",-6,-7,NA,0.762,838.924611933255,NA
"5375","0CO",2024-04-16 11:55:00,21.2,19.4,92.63,NA,NA,0,29.97,NA,NA,NA,"OVC",2024-04-16,"11:55","2024/04/16 11",-6,-7,NA,0,839.672233287323,NA
"5376","0CO",2024-04-16 12:55:00,21.2,21.2,100,NA,NA,0.01,30.01,NA,NA,NA,"OVC",2024-04-16,"12:55","2024/04/16 12",-6,-6.66666666666667,NA,2.286,840.980570656941,NA
"5377","0CO",2024-04-16 13:55:00,21.2,21.2,100,310,27,0.01,30.09,NA,NA,35,"OVC",2024-04-16,"13:55","2024/04/16 13",-5.66666666666667,-6,NA,2.286,842.943076711369,NA
"5378","0CO",2024-04-16 14:55:00,21.2,21.2,100,310,27,0,30.11,NA,NA,42,"BKN",2024-04-16,"14:55","2024/04/16 14",-5.66666666666667,-6.33333333333333,13.889988,0,843.877603403954,21.606648
"5379","0CO",2024-04-16 15:55:00,21.2,19.4,92.63,310,27,0,30.13,NA,NA,40,"",2024-04-16,"15:55","2024/04/16 15",-6,-7,14.2329506666667,0,844.625224758022,20.57776
"5380","0CO",2024-04-16 16:55:00,23,21.2,92.69,320,25,0,30.15,NA,NA,35,"BKN",2024-04-16,"16:55","2024/04/16 16",-5.33333333333333,-6,13.5470253333333,0,845.092488104314,19.034428
"5381","0CO",2024-04-16 17:55:00,21.2,21.2,100,310,27,0,30.14,NA,NA,35,"BKN",2024-04-16,"17:55","2024/04/16 17",-5.33333333333333,-6,14.2329506666667,0,844.905582765797,18.519984
